date,DR_drops_per_min,DR_gap_days,Ca_ppb,Co_ppb,Ni_ppb,NiCa_umol_per_mol,CoCa_umol_per_mol,B_ppb,Na_ppb,Mg_ppb,Al_ppb,P_ppb,K_ppb,Ti_ppb,V_ppb,Cr_ppb,Mn_ppb,Fe_ppb,Cu_ppb,Zn_ppb,As_ppb,Rb_ppb,Sr_ppb,Y_ppb,Ag_ppb,Cd_ppb,Sn_ppb,Sb_ppb,Cs_ppb,Ba_ppb,La_ppb,Ce_ppb,Hf_ppb,Ta_ppb,Pb_ppb,Th_ppb,U_ppb
2007-12-13,13,0,68288.636590006,0.5420467550596368,5.580953336376304,55.805,5.398,2832.9168228310823,6500.777739000438,31512.348254174547,947.334449955832,24.480459992578705,1706.55937667655,10.997377356202843,0.2700389108595537,0.8677606571948699,1.3903677468756355,1513.542141067745,2.422969083514696,8.608417167955182,0.7702582452721032,1.3920341507782767,75.77155459358747,0.1457545177827974,-0.012295660389357149,0.013807275615021845,0.09429559956299542,0.08728657317337175,0.03352883684449869,176.81475315367064,0.1081839822929587,0.16971233386652185,0.48033228019239665,0.0027830798877766984,0.33419729831545586,0.03457194836360339,0.5651684934823817
2008-01-25,16,0,66712.12200241348,0.4694780217502311,5.0634247097651,51.827,4.786,1471.215445372781,4870.410820750694,32545.103797289077,566.1525661383346,24.74669605425023,1204.5017354502859,7.593831840956686,0.2243832592442994,0.5933710017848657,1.0785137502161373,1454.5259711222993,2.0161923009318374,8.546585825563922,0.7133316915515359,0.7425824111295092,74.56142312395312,0.09806251816878783,-0.007032483190993966,0.01200859661673934,0.035288677834190055,0.08159568563180716,0.027848509629202066,169.51585840037498,0.06213365514718215,0.10357283433337892,0.4616259195631675,0.0011855834278066426,0.8343487439503634,0.00894992652096726,0.5691993354726803
2008-03-09,15,0,66148.85134715137,0.4943205219994586,4.491710237778549,46.367,5.082,1576.8511529353987,4957.3766184887245,32343.465200298873,958.5174747470079,23.561948420062475,1030.2370829851227,12.674189452061126,0.2620172899353273,0.7986815893861964,0.9518937299704897,1440.1416027133355,1.490366116952115,7.111686815620593,0.6558620808771064,0.5904753246564469,75.1205948390876,0.11841173617564558,-0.037248135079164496,0.008797411434059689,0.03966104641469812,0.059887518709173616,0.024281380516710794,172.28728543358432,0.15948375236005083,0.295455024652128,0.25299922948300796,0.00108043202274072,0.7864406601499836,0.021443058991170917,0.583377531170368
2008-04-20,14,0,64313.80795536332,0.576181220521832,4.735626399051997,50.279,6.093,2052.249440404866,7164.210982367642,31004.19243410104,1604.2640608557601,141.68373791805755,1123.2374240915667,19.683027438745942,0.38006675517558625,1.2277725806072834,6.489009210118566,1452.4518686974686,1.8484025145451333,9.820534273307738,0.6371763559295348,0.7367744366248559,74.67291021486268,0.22131186323776172,0.019386271851322346,0.01156037977239181,0.04076337446323127,0.17416451912293973,0.03035258204067971,171.6268637234622,0.27801843436316415,0.5493104644104123,0.3360545309728463,0.0018211101933170713,1.0393628634497294,0.039407868632409825,0.6032400081197213
2008-05-28,32,0,69355.78765728886,0.5246319105117627,4.45011969042823,43.813,5.144,802.7182873782867,4303.104591402129,32942.71916368547,614.4920142747116,15.474071129714924,888.1858852588749,9.258075903605294,0.24167338763293755,0.597625265066328,0.4449647935307051,1491.84920930139,0.8242294182125449,2.473761898428411,0.6688380622087151,0.41998476367229726,76.5852691583418,0.07787720813341996,-0.020114783206283904,0.004196748519246806,0.013722298093270933,0.0653718335868857,0.021281888911996755,184.12852024690935,0.10032564627258951,0.18002685157584875,0.2175746850749467,0.0013177557412303626,0.45644624133880773,0.01742177421843764,0.5596899260689131
2008-07-07,35,0,68865.97571715522,0.5511406192903885,4.593236105669938,45.544,5.443,1292.0373339463124,5603.427726289366,32365.08539065704,1157.152480157185,939.9607261184212,1100.4542607227695,18.556654641606546,0.33327448639892193,0.7797007120388721,8.490832864760518,1491.8442488492735,1.865732247748963,12.611896729727112,0.8080177235558685,0.45919420993603516,77.77290267600677,0.15874588478582072,-0.0009011851972832846,0.016408579508947238,0.018669700317815254,0.10952045484529227,0.02729605298343506,188.21314127723338,0.18978288116099207,0.3590479577245208,0.25585550834356535,0.0004982218307726335,0.7501828046508113,0.024032784939294914,0.5799252993912107
2008-08-19,33,0,70814.44497500698,0.5284733764350084,4.747738955984908,45.781,5.075,875.3809402300955,4470.5232360336895,32496.745117004222,795.3274387428737,15.988611135175406,893.5574470413958,11.108343213213956,0.24354553918247812,0.6926453373352803,0.9305679609414005,1515.4048549712054,1.1655449452949318,20.55187988106695,0.7444689029080299,0.41369129073074457,77.63924910356552,0.09896528965820929,-0.015166532390630481,0.006274320820267925,0.05402363726322353,0.10818350023921147,0.0261951634905545,186.48288935911367,0.12765833633137968,0.23484878635272832,0.20308920283567883,0.0013312236659632794,0.46564344649196837,0.020973539728746524,0.5585358620296488
2008-09-28,16,0,67487.98354046747,0.5466367218914585,4.507711876952861,45.609,5.508,1063.6416155348875,5275.1964841132285,32720.965298104173,868.5248221311869,11.055877266231654,893.5597937251115,12.303449323318231,0.2762993462790826,0.6347653099684751,0.4234227495571694,1520.9630811306781,1.0564091781427403,5.768333375852142,0.7624847008494808,0.4050474675531696,76.80275676027507,0.10858906333276797,-0.013782494850682976,0.0048309273434837,0.01031584105277665,0.053142660087830675,0.02211535351515801,184.78237317742585,0.14246268820043811,0.27495408826436374,0.23346274060898184,0.0015077338146076795,0.3977164036854155,0.023401746253301173,0.5687827586763556
2008-11-09,25,0,66411.24905097536,0.5484937247530003,7.127023729087258,73.28,5.617,773.6411294241525,4415.619445282965,31904.653097243852,654.0949490627428,12.606957123382207,800.8899260825407,9.730150387356899,0.24038139550787702,0.5387202980252552,0.2345599460370715,1449.3066730757496,1.7031756312411335,2.990567053159019,0.7235507717705382,0.3313767102671448,75.88550353452314,0.08308494865512198,-0.025845424374735387,0.005500474594075401,0.010345378023162256,0.05158258129721643,0.023520196043369523,176.1269668679861,0.10305079684767852,0.19360379950082046,0.23825025932369068,0.0009360342542687962,0.3954296591350649,0.016218104427884007,0.5530761551538976
2008-12-23,18,0,68203.95193935362,0.5172837758011675,4.470737338523627,44.76,5.158,653.7719627624555,4012.363456647756,32765.525136456505,551.5982399066793,11.761018439962386,788.3193939385555,8.327123966089939,0.22145179148272104,0.5167718957610222,0.15243381988368998,1474.967173330196,0.595372991846267,1.8061093236890906,0.6281324500260885,0.3114003066957982,75.1944121235879,0.07208830326039607,-0.019800811067978718,0.007848325536223614,0.006154045405224577,0.045971879841306906,0.020584468569038818,173.43305081236724,0.09132410952846999,0.15925247057855585,0.2084812690530868,0.0008237200813802245,0.31300159657701154,0.0124006819996386,0.5689376550435481
